Please select your gender.,Please enter your current age.,How long is the Korean language learning period?,Where did you learn Korean? (Multiple choices possible),"If you selected 'Self-study', how did you learn Korean? (Multiple selections possible)",Have you ever taken the TOPIK exam?,How many times did you take the exam in total?,What is the most recent TOPIK you took?,What is the most recent TOPIK grade you took?,What is your purpose for taking the exam? (Multiple choices possible),Have you ever seen past TOPIK exam questions?,How did you study the past exam questions?,exam_time_sufficiency,question_count_rating,"	question_diversity_rating",instruction_clarity_score,listening_appropriateness_score,reading_appropriateness_score,writing_appropriateness_score,speaking_assessment_score,Please feel free to write down any suggestions you have regarding the exam.,
female,28,more than 2 years,Sejong Institute,,there is,7,TOPIK PBT,TOPIK II,"Admission to Vietnamese universities, studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture, employment",,,2,5,,3,4,,4,,"",
male,25,more than 2 years,university,,there is,I don't remember several times.,TOPIK PBT,TOPIK II,"Admission to Vietnamese universities, studying in Korea",,"TOPIK website, Korean language learning books, Korean language learning apps",1,4,5,1,1,4,,4,"",
female,28,6 months to 1 year,Sejong Institute,"Korean language learning books, Korean online content",there is,1,TOPIK PBT,TOPIK II,Check your Korean skills,,,,,5,,5,3,3,,"",
female,25,6 months to 1 year,university,"Korean language learning books, Korean language learning applications",there is,5,TOPIK PBT,TOPIK II,Check your Korean skills,,,2,4,,3,4,4,3,2,"",
female,26,1 year 6 months to less than 2 years," Korean Education Center,",Korean online content,does not exist,,,,,there is,"Korean language learning apps, online content",2,3,3,3,3,3,3,3,"",
female,30,6 months to 1 year,"Self-study, Korean Education Center",Korean language learning book,there is,2,TOPIK IBT,TOPIK II,Study in Korea,,,2,5,4,,5,,3,3,"",
female,20,6 months to 1 year,Korean Education Center,,there is,3rd,TOPIK PBT,TOPIK I,"Verification of Korean language proficiency, interest in the Korean language and culture, employment",,,1,4,5,,3,5,5,3,"",
female,17,1 year 6 months to less than 2 years,university,,does not exist,,,,,does not exist,,,,,,,,,,"",
female,23,1 year to less than 1 year and 6 months,"Self-study, Korean Education Center",,does not exist,,,,,does not exist,,,,,,,,,,"",
female,24,more than 2 years,Korean Education Center,,does not exist,,,,,does not exist,,,,,,,,,,"",
female,22,6 months to 1 year,university,,there is,1,TOPIK PBT,TOPIK II,"Verification of Korean language proficiency, interest in the Korean language and culture, employment",,,4,3,4,4,3,3,4,5,"",
female,33,more than 2 years,love of learning,Korean online content,there is,No. 1,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture",,,,4,,,3,3,3,1,"",
female,30,more than 2 years,university,,there is,5,TOPIK PBT,TOPIK II,Check your Korean skills,,,5,,,5,1,5,,1,"",
female,37,more than 2 years,"Self-study, Korean Education Center",Korean language learning book,does not exist,,,,,does not exist,,,,,,,,,,"doesn't exist",
male,37,more than 2 years,university,"Korean language learning books, Korean online content",does not exist,,,,,,,,,,,3,4,4,4,"As for the writing section, there were 54 questions with such a wide variety of topics that it was difficult to write not only in Korean but also in Vietnamese. Since I need time to think, it would be great if the time allotted for the writing section could be increased.",
female,35,more than 2 years,university,Korean language learning book,there is,It is number 5.,TOPIK PBT,TOPIK II,Check your Korean skills,,,2,3,4,4,3,1,4,4,"IIG'S Supervisors are not good",
female,23,more than 2 years,love of learning,,does not exist,,,,,does not exist,,,,,,,,,,"",
female,27,Less than 6 months,"Self-taught, university",Korean language learning book,does not exist,,,,,there is,"TOPIK website, Korean language learning books, Korean language learning apps",2,3,3,,4,4,4,,"",
female,34,more than 2 years,university,,there is, No. 7,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture, employment",,,1,3,3,3,3,4,,2,"The writing questions were harder than I expected, and it took a long time to understand the topic and construct sentences. I hope the difficulty level is a bit lower for the next exam.",
female,30,1 year to less than 1 year and 6 months,Korean Education Center,,there is,2,TOPIK PBT,TOPIK II,Check your Korean skills,,,,3,4,4,3,3,3,4,"",
female,22,more than 2 years,"Universities, Korean Education Centers",,there is,3rd,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language skills, employment",,,2,4,,1,1,,,2,"",
female,46,more than 2 years,university,,there is,5,TOPIK PBT,TOPIK II,Check your Korean skills,,,2,4,4,4,,5,,3,"",
female,24,more than 2 years,"Universities, Korean Education Centers, Sejong Institute",Korean language learning book,there is,2,TOPIK PBT,TOPIK II,"Studying in Korea, Checking Korean Language Skills",does not exist,,2,3,4,3,3,3,3,1,"",
female,25,more than 2 years,university,"Korean language learning books, Korean online content",there is,4,TOPIK PBT,TOPIK II,"Admission to Vietnamese universities, studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture, marriage and migration, employment",,,1,4,5,,,5,,,"",
female,27,6 months to 1 year,university,Korean language learning book,does not exist,,,,,does not exist,,,,,,,,,,"doesn't exist",
female,44,more than 2 years,Korean Education Center,"Korean language learning books, Korean online content, Korean language learning applications",there is,It is number 5.,TOPIK PBT,TOPIK II,Check your Korean skills,,,2,3,4,3,3,3,3,4,"",
female,24,Less than 6 months,"Self-study, Korean Education Center",Korean language learning book,does not exist,,,,,does not exist,,,,,,,,,,"",
female,20,6 months to 1 year,university,"Korean language learning books, Korean online content, Korean language learning applications",does not exist,,,,,there is,"Korean language learning apps, online content",3,3,3,4,1,3,4,1,"",
female,19,more than 2 years,"Self-study, Korean Education Center",,does not exist,,,,,there is,Online content,3,5,,5,4,3,3,3,"",
female,20,more than 2 years,Korean Education Center,"Korean language learning books, Korean language learning applications",does not exist,,,,,there is,Online content,3,3,4,5,3,3,,3,"",
female,31,6 months to 1 year,love of learning,,does not exist,,,,,does not exist,,,,,,,,,,"",
female,27,more than 2 years,university,"Korean language learning books, Korean online content",there is,Level 4,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language skills, employment",,,,,,,4,3,3,3,"",
female,30,Less than 6 months,love of learning,"Korean online content, Korean learning application",there is, No. 7,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture",,,3,3,5,,3,1,1,1,"",
female,27,Less than 6 months,Korean Education Center,Korean language learning application,there is,2,TOPIK PBT,TOPIK II,"Studying in Korea, Checking Korean Language Skills",,,3,4,5,1,,4,4,,"",
male,25,more than 2 years,university,,there is,I did a lot.,TOPIK PBT,TOPIK II,"Vietnamese university admission, studying in Korea, verifying Korean language skills",,,3,4,5,3,5,4,3,2,"",
female,21,more than 2 years,Korean Education Center,Korean language learning book,there is,3rd,TOPIK PBT,TOPIK II,Study in Korea,,,,,,4,3,4,3,,"",
female,20,more than 2 years,university,"Korean language learning books, Korean online content, Korean language learning applications",does not exist,,,,,there is,Online content,1,,4,4,3,3,5,3,"",
female,25,1 year 6 months to less than 2 years,Sejong Institute,,does not exist,,,,,there is,Online content,,3,4,2,5,,4,3,"",
female,30,1 year 6 months to less than 2 years,"Self-study, Korean Education Center","Korean language learning books, Korean online content, Korean language learning applications",there is,1,TOPIK PBT,TOPIK II,"Studying in Korea, Checking Korean Language Skills",,,1,3,,4,4,3,3,4,"As for the writing section, there were 54 questions with such a wide variety of topics that it was difficult to write not only in Korean but also in Vietnamese. Since I need time to think, it would be great if the time allotted for the writing section could be increased.",
female,25,more than 2 years,Korean Education Center,"Korean online content, Korean learning application",does not exist,,,,,does not exist,,,,,,,,,,"",
female,30,Less than 6 months," Self-study, Korean Education Center, YouTube",Korean online content,there is,1,TOPIK PBT,TOPIK II,Study in Korea,,,2,,3,5,3,5,,,"",
female,21,Less than 6 months,university,"Korean language learning books, Korean online content, Korean language learning applications",there is,I don't remember several times.,TOPIK PBT,TOPIK II,"Vietnamese university admission, studying in Korea, verifying Korean language skills",,,4,2,3,4,3,,5,3,"",
female,21,1 year to less than 1 year and 6 months,university,"Korean language learning books, Korean online content",there is,Number 2,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language proficiency, interest in the Korean language and culture, employment",,,2,4,5,1,1,4,5,1,"",
male,20,more than 2 years,Korean Education Center,,there is,5,TOPIK PBT,TOPIK II,Study in Korea,does not exist,,2,3,4,,,4,4,3,"",
female,29,1 year to less than 1 year and 6 months,"Self-study, Korean Education Center, Sejong Institute",,there is,10,TOPIK PBT,TOPIK II,Study in Korea,,,2,4,4,,3,3,3,1,"",
female,19,Less than 6 months,"Universities, Korean Education Centers, Sejong Institute",,does not exist,,,,,does not exist,,,,,,,,,,"",
female,39,more than 2 years,university,"Korean language learning books, Korean online content, Korean language learning applications",there is,Double,TOPIK PBT,TOPIK II,Check your Korean skills,,,2,3,,3,3,3,3,1,"doesn't exist",
male,24,1 year to less than 1 year and 6 months,Korean Education Center,Korean online content,there is,It is number 5.,TOPIK PBT,TOPIK II,"Admission to Vietnamese universities, studying in Korea, verifying Korean language skills, employment",,,5,4,1,5,2,,,,"doesn't exist",
female,24,1 year to less than 1 year and 6 months,university,Korean language learning book,does not exist,,,,,there is,Online content,,5,5,,5,4,,4,"",
male,24,more than 2 years,university,Korean online content,there is,2,TOPIK PBT,TOPIK II,Check your Korean skills,,,4,,3,3,4,4,4,1,"",
female,27,more than 2 years,university,"Korean language learning books, Korean online content",there is,3rd,TOPIK PBT,TOPIK II,Employment,,,4,5,,,3,,,,"",
female,26,6 months to 1 year,university,,does not exist,,,,,,,3,,3,4,,4,3,1,"",
female,23,1 year to less than 1 year and 6 months,Sejong Institute,"Korean language learning books, Korean online content",does not exist,,,,,does not exist,,,,,,,,,,"",
male,21,more than 2 years,"Self-study, Korean Education Center","Korean language learning books, Korean online content",does not exist,,,,,does not exist,,,,,,,,,,"",
female,23,Less than 6 months,Sejong Institute,"Korean language learning books, help from Korean friends, online Korean content, Korean language learning applications",does not exist,,,,,does not exist,,,,,,,,,,"",
female,25,1 year 6 months to less than 2 years,high school,Help from a Korean friend,there is,No. 2,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language skills, employment",,,2,,4,,3,5,2,5,"",
female,22,6 months to 1 year,"Self-taught, university",Korean language learning book,does not exist,,,,,there is,"TOPIK website, Korean language learning books",1,,5,,5,,,1,"",
female,38,Less than 6 months,Korean Education Center,Korean language learning book,there is,No. 1,TOPIK PBT,TOPIK II,Check your Korean skills,,,,3,4,3,,4,3,3,"",
female,23,more than 2 years,Korean Education Center,Korean online content,does not exist,,,,,does not exist,,,,,,,,,,"",
female,21,more than 2 years,"Universities, Korean Education Centers, Sejong Institute","Korean language learning books, Korean online content",does not exist,,,,,there is,Korean language learning book,4,3,4,3,5,3,4,3,"",
female,23,1 year 6 months to less than 2 years,Korean Education Center,"Korean language learning books, Korean online content, Korean language learning applications",does not exist,,,,,does not exist,,,,,,,,,,"",
female,30,6 months to 1 year,university,"Korean language learning books, Korean online content",there is,10,TOPIK PBT,TOPIK I,Check your Korean skills,,,2,3,,4,4,,4,1,"",
female,37,more than 2 years,Korean Education Center,,there is,1,TOPIK IBT,TOPIK II,Study in Korea,,,2,3,4,4,4,3,,2,"The listening and reading tests have a large number of questions, and since the topics of each question are different, it can be difficult to keep up if you are not familiar with the question types in advance and the breaks in between are short.",
male,22,more than 2 years,love of learning,,there is,1,TOPIK PBT,TOPIK II,"Studying in Korea, verifying Korean language skills, employment",,,4,4,,3,5,4,,5,"",
female,22,more than 2 years,university,"Korean language learning books, help from Korean friends, online Korean content",there is,1,TOPIK PBT,TOPIK II,Study in Korea,,,1,5,5,5,4,,,1,"",
female,38,more than 2 years,Korean Education Center,,there is,1,TOPIK IBT,TOPIK II,Check your Korean skills,,,,4,3,,5,,4,5,"",
female,19,6 months to 1 year,university,"Korean language learning books, Korean online content",does not exist,,,,,there is,"Korean language learning books, online content",,3,5,4,5,4,4,5,"",
